clientid,clientsecret,PickupIATA,Pickup,PZip,Pcountry,Pcity,plat,plong,DropIATA,Daddress,Dzip,Dcountry,Dcity,dLat,dlong
uktest,dGVzdF9jbGllbnQ=,,Indira Gandhi International Airport (DEL)  New Delhi  Delhi  India,110037,IN,New Delhi,28.5561624,77.0999578,,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR  Golf Course Road ,122011,IN,Gurugram,28.4220381,77.1045333
pincode,dGVzdF9jbGllbnQ=,,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR  Golf Course Road ,122011,IN,Gurugram,28.4220381,77.1045333,DEL,Delhi Airport  New Delhi  Delhi  India,110037,IN,New Delhi,28.5638921,77.1198013
uktest,dGVzdF9jbGllbnQ=,,Chennai International Airport (MAA)  GST Rd  Meenambakkam  Chennai  Ta,600027,IN,Chennai,12.994112,80.1708668,,Novotel Chennai Omr  Old Mahabalipuram Road  Sholinganallur  Chennai ,600119,IN,Chennai,12.9052529,80.2293196
pincode,dGVzdF9jbGllbnQ=,,Macdonald Hill Valley Hotel  Golf & Spa  Tarporley Road  Whitchurch  S,SY13 4HA,GB,Whitchurch,52.9812002,-2.6821835,,Crewe Station  Nantwich Road  Crewe  UK,CW2 6HR,GB,Crewe,53.089558,-2.4335987
uktest,dGVzdF9jbGllbnQ=,NTE,Atlantique Airport,,FR,Nantes,47.15694084,-1.60778,,Rue des Oiseaux  17,49770,FR,La Membrolle-sur-Longuenée,47.555332,-0.6713893
pincode,dGVzdF9jbGllbnQ=,,Emilii Plater  49,00-125,PL,Warszawa,52.2323727,21.0024634,,plac Andersa 7  61-894  Pozna?  Poland,61-001,PL,Pozna?,52.4010752,16.9266354
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044,,Strada Francez?  60,30106,RO,Bucure?ti,44.4295273,26.1016015
pincode,dGVzdF9jbGllbnQ=,,Strada Doamnei  8,30167,RO,Bucure?ti,44.4330846,26.0997471,OTP,Henri Coanda Airport,30106,RO,Bucharest,44.57222992,26.10223044
uktest,dGVzdF9jbGllbnQ=,,Park View Apartments  Pocket 3  Sector 12 Dwarka  Dwarka  Delhi  India,110075,IN,Delhi,28.5957588,77.0454086,DEL,Delhi Airport  New Delhi  Delhi  India,110037,IN,New Delhi,28.5638921,77.1198013
pincode,dGVzdF9jbGllbnQ=,SOF,Sofia Airport,,BG,Sofia,42.69500024,23.40833041,,"bul. ""Hristo Botev""  52",1000,BG,Sofia,42.698065,23.315694
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,Avenue J.F. Kennedy  7,98000,MC,Monaco,43.7372312,7.4241159
pincode,dGVzdF9jbGllbnQ=,,Ilkley  UK,,GB,Ilkley,53.925486,-1.822817,LBA,Leeds Bradford Airport,,GB,Leeds Bradford,53.86666938,-1.649999961
uktest,dGVzdF9jbGllbnQ=,,Ilkley  UK,,GB,Ilkley,53.925486,-1.822817,LBA,Leeds Bradford Airport,,GB,Leeds Bradford,53.86666938,-1.649999961
pincode,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044,,Strada Francez?  60,30106,RO,Bucure?ti,44.4295273,26.1016015
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044,,Strada Francez?  60,30106,RO,Bucure?ti,44.4295273,26.1016015
pincode,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044,,Strada Francez?  60,30106,RO,Bucure?ti,44.4295273,26.1016015
uktest,dGVzdF9jbGllbnQ=,,Strada Doamnei  8,30167,RO,Bucure?ti,44.4330846,26.0997471,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044
pincode,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Piazza Cioccaro  5,6900,CH,Lugano,46.0043596,8.9497111
uktest,dGVzdF9jbGllbnQ=,NRT,Narita Intl Airport,,JP,Tokyo,35.76528155,140.3856045,,Keihan Tokyoyotsuya Hotel  1 Chome-24 Yotsuya  Shinjuku City  Tokyo  J,160-0004,JP,Shinjuku City,35.6868639,139.7274307
pincode,dGVzdF9jbGllbnQ=,,Hannover Messe Laatzen Railway Station,,DE,Hannover,52.31757565,9.793243907,,Eitzer Str.  215,27283,DE,Verden (Aller),52.9094957,9.2606858
uktest,dGVzdF9jbGllbnQ=,ABV,Nnamdi Azikiwe Intl Airport,,NG,Abuja,9.006389892,7.264169998,,Aguiyi Ironsi St  1,900001,NG,Abuja,9.0742863,7.494981
pincode,dGVzdF9jbGllbnQ=,,Skagen  Denmark,9990,DK,Skagen,57.725004,10.579186,AAL,Aalborg Airport,,DK,Aalborg,57.09277946,9.849170349
uktest,dGVzdF9jbGllbnQ=,BNE,Brisbane Airport,,AU,Brisbane,-27.38416986,153.1175006,,Collingwood Park QLD  Australia,4301,AU,Collingwood Park,-27.616667,152.85
pincode,dGVzdF9jbGllbnQ=,,Hodler Dr  3107,90290,US,Topanga,34.1337367,-118.5982018,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93332919,-118.4000042
uktest,dGVzdF9jbGllbnQ=,,Ancona Stazione F.s  Ancona  Province of Ancona  Italy,60125,IT,Ancona,43.6074667,13.497752,,Fabriano  Province of Ancona  Italy,60044,IT,Fabriano,43.3449672,12.9062153
pincode,dGVzdF9jbGllbnQ=,,Fabriano  Province of Ancona  Italy,60044,IT,Fabriano,43.3449672,12.9062153,,Ancona Stazione F.s  Ancona  Province of Ancona  Italy,60125,IT,Ancona,43.6074667,13.497752
uktest,dGVzdF9jbGllbnQ=,,Ancona Stazione F.s  Ancona  Province of Ancona  Italy,60125,IT,Ancona,43.6074667,13.497752,,Fabriano  Province of Ancona  Italy,60044,IT,Fabriano,43.3449672,12.9062153
pincode,dGVzdF9jbGllbnQ=,VNO,Vilnius Intl Airport,,LT,Vilnius,54.63333079,25.28333003,KUN,Karm?lava 54460  Lithuania,54460,LT,Karm?lava,54.966246,24.0740163
uktest,dGVzdF9jbGllbnQ=,NRT,Narita Intl Airport,,JP,Tokyo,35.76528155,140.3856045,,Hatsudai  Shibuya City  Tokyo 151-0061  Japan,151-0061,JP,Shibuya City,35.6782619,139.6853944
pincode,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,,Old Ridgebury Rd  18,6810,US,Danbury,41.3887547,-73.5151763
uktest,dGVzdF9jbGllbnQ=,BJX,Del Bajio Intl Airport,,MX,Leon Guanajuato,20.9933292,-101.4807992,QRO,Intercontinental Airport,,MX,Queretaro,20.61722995,-100.1855494
pincode,dGVzdF9jbGllbnQ=,LON,Cadogan Square  37,SW1X 0HU,GB,London,51.4952528,-0.1599153,,Southampton SO15 1ST  UK,SO15 1ST,GB,Southampton,50.9012409,-1.4088194
uktest,dGVzdF9jbGllbnQ=,MIA,Miami Intl Airport,,US,Miami,25.79999969,-80.28332758,,SE 17th St  1100,33316,US,Fort Lauderdale,26.0996247,-80.131409
pincode,dGVzdF9jbGllbnQ=,ABQ,International Sunport Airport,,US,Albuquerque,35.05000024,-106.5999986,,Woodward Pl NE  1000,87102,US,Albuquerque,35.0917163,-106.6360474
uktest,dGVzdF9jbGllbnQ=,KWI,Kuwait Intl Airport,,KW,Kuwait,29.22666974,47.96888982,,Four Seasons Hotel Kuwait at Burj Alshaya  Al-Soor Street  Kuwait City,,KW,Al Kuwayt,29.3622042,47.9821186
pincode,dGVzdF9jbGllbnQ=,RML,Colombo Airport - Ratmalana  New Airport Road  Dehiwala-Mount Lavinia ,,LK,Dehiwala-Mount Lavinia,6.8226664,79.8873786,,Galle Rd  328,300,LK,Colombo,6.9086046,79.8502987
uktest,dGVzdF9jbGllbnQ=,RML,Colombo Airport - Ratmalana  New Airport Road  Dehiwala-Mount Lavinia ,,LK,Dehiwala-Mount Lavinia,6.8226664,79.8873786,,Galle Rd  328,300,LK,Colombo,6.9086046,79.8502987
pincode,dGVzdF9jbGllbnQ=,ODS,International Airport,,UA,Odesa,46.49999959,30.61667129,,Mukachivs'kyi Ln  6/8,65000,UA,Odesa,46.46884,30.758788
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044,,Calea Doroban?i  5-7,10551,RO,Bucure?ti,44.4464349,26.0989146
pincode,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.57222992,26.10223044,,Calea Doroban?i  5-7,10551,RO,Bucure?ti,44.4464349,26.0989146
uktest,dGVzdF9jbGllbnQ=,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101,,Rue de la Galterie  6,7903,BE,Leuze-en-Hainaut,50.5965295,3.6668682
pincode,dGVzdF9jbGllbnQ=,ADD,Bole Intl Airport,,ET,Addis Ababa,8.98333032,38.79999949,,Hilton Addis Ababa  Menelik II Avenue  Addis Ababa  Ethiopia,,ET,Addis Ababa,9.0184997,38.7649652
uktest,dGVzdF9jbGllbnQ=,ZAG,Franjo Tudman Airport,,HR,Zagreb,45.73333134,16.06666935,,Ul. Izidora Kršnjavog  1,10000,HR,Zagreb,45.8069814,15.9663351
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,Avenue des Champs Pierreux  36/38,92000,FR,Nanterre,48.8883309,2.2127299
uktest,dGVzdF9jbGllbnQ=,,Avenue des Champs Pierreux  55,92000,FR,Nanterre,48.887975,2.214782,CDG,Charles De Gaulle Airport,92000,FR,Paris,49.00971845,2.547780089
pincode,dGVzdF9jbGllbnQ=,BLQ,Guglielmo Marconi Airport,,IT,Bologna,44.53082873,11.29693993,,Via Emilia Ovest  281/A,43010,IT,Parma,44.8190137,10.2486501
uktest,dGVzdF9jbGllbnQ=,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101,,Rue de la Galterie  6,7903,BE,Leuze-en-Hainaut,50.5965295,3.6668682
pincode,dGVzdF9jbGllbnQ=,BAH,Bahrain Intl Airport,,BH,Bahrain,26.26972034,50.62611003,,InterContinental Regency Bahrain  Manama  Bahrain,,BH,???????,26.2351414,50.5737574
uktest,dGVzdF9jbGllbnQ=,BUH,Bucharest,,RO,Bucharest,44.50000067,26.07999988,,Strada Episcopiei  1-3,10292,RO,Bucure?ti,44.4410982,26.095901
pincode,dGVzdF9jbGllbnQ=,LCA,Larnaca Airport,,CY,Larnaca,34.87500054,33.62472076,,Crowne Plaza Limassol Hotel  ???????? ??????????  Limassol  Cyprus,4103,CY,Limassol,34.6889184,33.0711486
uktest,dGVzdF9jbGllbnQ=,,Piazza Giuseppe Pasolini  2,20159,IT,Milano,45.4960867,9.1863121,,Malpensa Airport  Terminal 1 Arrivi  Ferno  VA  Italy,21010,IT,Ferno,45.6265842,8.7124403
pincode,dGVzdF9jbGllbnQ=,,Piazza Giuseppe Pasolini  2,20159,IT,Milano,45.4960867,9.1863121,,Malpensa Airport  Terminal 1 Arrivi  Ferno  VA  Italy,21010,IT,Ferno,45.6265842,8.7124403
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,Avenue des Spélugues  12,98000,MC,Monaco,43.7399161,7.43001
pincode,dGVzdF9jbGllbnQ=,,Old Bayshore Hwy  1333,94010,US,Burlingame,37.5938725,-122.3651261,,Calistoga  CA  USA,94515,US,Calistoga,38.5787965,-122.5797054
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,S Eutaw St  110,21201,US,Baltimore,39.2871112,-76.6215504
pincode,dGVzdF9jbGllbnQ=,,Corby Road  Irnham  Grantham NG33 4JB  UK,,GB,Grantham,52.82807,-0.492085,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974
uktest,dGVzdF9jbGllbnQ=,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974,,Corby Road  Irnham  Grantham NG33 4JB  UK,,GB,Grantham,52.82807,-0.492085
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Aliceanna St  1000,21202,US,Baltimore,39.2834055,-76.5999769
uktest,dGVzdF9jbGllbnQ=,NTE,Nantes Atlantique Airport (NTE)  Bouguenais  France,44346,FR,Bouguenais,47.1574188,-1.6062316,,8 Haute Saint Pierre Street  Saumur 49400  France,,FR,Saumur,47.25858089,-0.074230002
pincode,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,,Continental Dr  271,7874,US,Stanhope,40.9086275,-74.7226739
uktest,dGVzdF9jbGllbnQ=,AYT,Antalya Airport,,TR,Antalya,36.91667045,30.8000004,,Kemeragzi Mevkii  Saturn Palace Resort  Lara/Aksu/Antalya  Turkey,7400,TR,Kemeragzi Mevkii,36.8565038,30.8945965
pincode,dGVzdF9jbGllbnQ=,,paseo maritimo  07840  Spain,7840,ES,Santa Eulària des Riu,38.9818086,1.533302,IBZ,Ibiza Airport,,ES,Ibiza,38.86666896,1.350000016
uktest,dGVzdF9jbGllbnQ=,,Corby Road  Irnham  Grantham NG33 4JB  UK,,GB,Grantham,52.82807,-0.492085,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974
pincode,dGVzdF9jbGllbnQ=,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974,,Corby Road  Irnham  Grantham NG33 4JB  UK,,GB,Grantham,52.82807,-0.492085
uktest,dGVzdF9jbGllbnQ=,CVG,Northern Kentucky Intl Airport,,US,Cincinnati,39.05000149,-84.66666978,,Joe Nuxhall Way  135,45202,US,Cincinnati,39.0969707,-84.5088181
pincode,dGVzdF9jbGllbnQ=,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134
uktest,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93332919,-118.4000042,,303 Cordova Street ,,US,Los Angeles (ca),34.14274962,-118.1442273
pincode,dGVzdF9jbGllbnQ=,IAH,George Bush Intercont Airport,,US,Houston,29.98332834,-95.3333284,,1040 Lake Front Circle,,US,Spring (tx),30.17049943,-95.45419542
uktest,dGVzdF9jbGllbnQ=,,Grote Markt 21 2200 Herentals,,BE,Herentals,51.17678038,4.835928039,,Industrielaan  13,2250,BE,Olen,51.1495367,4.8766891
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,5000 Seminary Road  Alexandria  22311,,US,Alexandria (va),38.8335767,-77.11766467
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,5000 Seminary Road  Alexandria  22311,,US,Alexandria (va),38.8335767,-77.11766467
pincode,dGVzdF9jbGllbnQ=,,Manchester Piccadilly Railway Station,KT3 3LY,GB,Manchester,53.47739641,-2.230904988,,Harrogate Street Wigan Wn1 1bl,SW15 1SR,GB,Wigan,53.54353996,-2.627451044
uktest,dGVzdF9jbGllbnQ=,VIE,Vienna International Airport,,AT,Vienna,48.12223099,16.55750041,,Bruno-Kreisky-Platz  1,1220,AT,Wien,48.234913,16.413725
pincode,dGVzdF9jbGllbnQ=,,Sierra Dr  260,19341,US,Exton,40.0686107,-75.6908979,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,New Hampshire Ave NW  1250,20036,US,Washington,38.9063526,-77.0468913
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,New Hampshire Ave NW  1250,20036,US,Washington,38.9063526,-77.0468913
uktest,dGVzdF9jbGllbnQ=,,Sierra Dr  260,19341,US,Exton,40.0686107,-75.6908979,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159
pincode,dGVzdF9jbGllbnQ=,,Avenue de la Petite Camargue  650,30470,FR,Aimargues,43.6999866,4.1881541,MRS,Provence Airport,,FR,Marseille,43.43666999,5.215000122
uktest,dGVzdF9jbGllbnQ=,,Rue de la Vallée  2,76600,FR,Le Havre,49.4936362,0.1004443,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,191 Washington St,,US,Conshohocken (pa),40.07128894,-75.30526715
uktest,dGVzdF9jbGllbnQ=,SEZ,Seychelles Intl Airport,,SC,Mahe Island,-4.666669974,55.46666851,,Eden Island,,SC,Victoria,-4.641142996,55.47691721
pincode,dGVzdF9jbGllbnQ=,SEZ,Seychelles Intl Airport,,SC,Mahe Island,-4.666669974,55.46666851,,Eden Island,,SC,Victoria,-4.641142996,55.47691721
uktest,dGVzdF9jbGllbnQ=,VCE,Marco Polo Airport,,IT,Venice,45.50528157,12.35194035,,Castello - Campo Della Fava  5527,,IT,Venice,45.43696943,12.3378804
pincode,dGVzdF9jbGllbnQ=,,Cruise Terminal Venezia  Direzione Porto Marittimo  Venice  Metropolit,30135,IT,Venezia,45.4387005,12.310291,VCE,Marco Polo Airport,,IT,Venice,45.50528157,12.35194035
uktest,dGVzdF9jbGllbnQ=,,Paseo De La Castellana 259-b - 261  Madrid  Spain,,ES,Madrid,40.47648308,-3.688180916,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993
pincode,dGVzdF9jbGllbnQ=,,Paseo De La Castellana 259-b - 261  Madrid  Spain,,ES,Madrid,40.47648308,-3.688180916,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993
uktest,dGVzdF9jbGllbnQ=,,Manchester Piccadilly Railway Station,,GB,Manchester,53.47739641,-2.230904988,,Churchgate,,GB,Stockport,53.40985608,-2.152702097
pincode,dGVzdF9jbGllbnQ=,,Orchard Street  Greater Manchester  Wigan  Wn1 3ss,,GB,Wigan,53.54834158,-2.626381906,,A580 Piele Road Haydock Wa11 9tl St. Helens Merseyside,,GB,Haydock,53.47218156,-2.662124072
uktest,dGVzdF9jbGllbnQ=,,Orchard Street  Greater Manchester  Wigan  Wn1 3ss,,GB,Wigan,53.54834158,-2.626381906,,Mercure Liverpool Atlantic Tower Hotel  Chapel Street  Liverpool  UK,L3 9AG,GB,Liverpool,53.407415,-2.995163
pincode,dGVzdF9jbGllbnQ=,,Orchard Street  Greater Manchester  Wigan  Wn1 3ss,,GB,Wigan,53.54834158,-2.626381906,,Eurolink Lea Green St. Helens Merseyside Wa9 4tt,L3 9AG,GB,St Helens,53.4172805,-2.744593057
uktest,dGVzdF9jbGllbnQ=,,Hepworth Point  Clay Pit Lane,,GB,Leeds,53.80408094,-1.544759979,,Mercure York Fairfield Manor Hotel  Shipton Road  York  UK,YO30 1XW,GB,York,53.9939924,-1.1319016
pincode,dGVzdF9jbGllbnQ=,,57 North Street  Horsham west Sussex Rh12 1rb,BN1 2PP,GB,Horsham,51.06670163,-0.319323003,,100-104 High Street,YO30 1XW,GB,Crawley,51.11775047,-0.189770003
uktest,dGVzdF9jbGllbnQ=,BLQ,Guglielmo Marconi Airport,,IT,Bologna,44.53082873,11.29693993,,Viale Regina Elena  86,47900,IT,Rimini,44.0531865,12.5969501
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,30-32 Rue Du Sentier  Paris  Fr,,FR,Paris,48.87009913,2.346580005
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,30-32 Rue Du Sentier  Paris  Fr,,FR,Paris,48.87009913,2.346580005
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605
uktest,dGVzdF9jbGllbnQ=,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734
pincode,dGVzdF9jbGllbnQ=,SGN,Tan Son Nhat Intl Airport,,VN,Ho Chi Minh City,10.81667006,106.6500025,,2 Lam Son Square  District 1,,VN,Ho Chi Minh City,10.7774827,106.7032711
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605
uktest,dGVzdF9jbGllbnQ=,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734
pincode,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605
uktest,dGVzdF9jbGllbnQ=,,Springkerse Business Park,,GB,Stirling,56.11717573,-3.907222948,,Ingliston  Edinburgh  Eh28 8au,,GB,Edinburgh,55.94363428,-3.374915997
pincode,dGVzdF9jbGllbnQ=,,Springkerse Business Park,,GB,Stirling,56.11717573,-3.907222948,,Almondview  Almondvale East  Livingston  Scotland Eh54 6qb  United Kingdom,,GB,Livingston (sc),55.88640071,-3.503960042
uktest,dGVzdF9jbGllbnQ=,,Ingliston  Edinburgh  Eh28 8au,,GB,Edinburgh,55.94363428,-3.374915997,,Almondview  Almondvale East  Livingston  Scotland Eh54 6qb  United Kingdom,,GB,Livingston (sc),55.88640071,-3.503960042
pincode,dGVzdF9jbGllbnQ=,,George St  187,G1 1YU,GB,Glasgow,55.8607726,-4.2451751,,Almondview  Almondvale East  Livingston  Scotland Eh54 6qb  United Kingdom,,GB,Livingston (sc),55.88640071,-3.503960042
uktest,dGVzdF9jbGllbnQ=,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734
pincode,dGVzdF9jbGllbnQ=,,Ingliston  Edinburgh  Eh28 8au,G1 1YU,GB,Edinburgh,55.94363428,-3.374915997,,George St  187,G1 1YU,GB,Glasgow,55.8607726,-4.2451751
uktest,dGVzdF9jbGllbnQ=,,72 Duke Street,G1 1YU,GB,Liverpool,53.40171108,-2.981719936,,Mercure Liverpool Atlantic Tower Hotel  Chapel Street  Liverpool  UK,L3 9AG,GB,Liverpool,53.407415,-2.995163
pincode,dGVzdF9jbGllbnQ=,,Mecure Paris Opera Louvre - Paris  Rue Notre Dame de Lorette  Paris  F,75009,FR,Paris,48.8786964,2.3372172,,66 Rue De Malte  Paris 75011  France,,FR,Paris,48.86797836,2.365793967
uktest,dGVzdF9jbGllbnQ=,,Mecure Paris Opera Louvre - Paris  Rue Notre Dame de Lorette  Paris  F,75009,FR,Paris,48.8786964,2.3372172,,9 Bis Quai Conti  Louveciennes  Fr,,FR,Paris,48.87480513,2.118300995
pincode,dGVzdF9jbGllbnQ=,,Pennsylvania Ave NW  2430,20037,US,Washington,38.9031521,-77.052605,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734
uktest,dGVzdF9jbGllbnQ=,,Paseo De La Castellana 259-b - 261  Madrid  Spain,,ES,Madrid,40.47648308,-3.688180916,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667151,-3.56666993
pincode,dGVzdF9jbGllbnQ=,,Berneggstrasse 2  Ch 9001  St. Gallen  Switzerland,,CH,St Gallen,47.4214365,9.375364395,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
uktest,dGVzdF9jbGllbnQ=,,Berneggstrasse 2  Ch 9001  St. Gallen  Switzerland,,CH,St Gallen,47.4214365,9.375364395,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
pincode,dGVzdF9jbGllbnQ=,,Berneggstrasse 2  Ch 9001  St. Gallen  Switzerland,,CH,St Gallen,47.4214365,9.375364395,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
uktest,dGVzdF9jbGllbnQ=,,Carrer De La Creu Coberta 23 08014 Barcelona,,ES,Barcelona,41.3750491,2.147335916,,Passeig Andreu Nin  9  Barcelona 08016  Spain,,ES,Barcelona,41.43513428,2.181751959
pincode,dGVzdF9jbGllbnQ=,,Praça da Batalha  116,4049-028,PT,Porto,41.1453901,-8.6075895,,Rua Da Alegria  29,,PT,Porto,41.14707788,-8.60396283
uktest,dGVzdF9jbGllbnQ=,,Viale Eroi di Cefalonia  301,128,IT,Roma,41.7856972,12.4346573,,Via Portuense  2470,54,IT,Fiumicino,41.7727985,12.2387883
pincode,dGVzdF9jbGllbnQ=,,Millburn Road  Iv2 3tr Scotland  Inverness  United Kingdom,128,GB,Inverness,57.48261934,-4.19812412,,Quay Street Ullapool Ross-shire Iv26 2ug,54,GB,Ullapool,57.89615314,-5.160601934
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,23 Ave Des Papalins Fontvieille,,FR,Monaco (and Vicinity),43.7273765,7.420000764
pincode,dGVzdF9jbGllbnQ=,,Boulevard de Vaugirard  17,75015,FR,Paris,48.8414163,2.3192151,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089
uktest,dGVzdF9jbGllbnQ=,BCN,Barcelona Airport,,ES,Barcelona,41.29693906,2.078330088,,Ctra De La Rabassa Km.6  Sant Julia De Loria  Ad,,AD,Andorra La Vella,42.44659309,1.494589998
pincode,dGVzdF9jbGllbnQ=,,Basingstoke Train Station  Basingstoke  UK,RG21 5AH,GB,Basingstoke,51.2683527,-1.0872423,,Alton Road  Basingstoke  Hampshire,,GB,Basingstoke,51.26520059,-1.087160036
uktest,dGVzdF9jbGllbnQ=,BRE,Bremen Airport,,DE,Bremen,53.05000074,8.783329575,,Lange Str.  13,37688,DE,Beverungen,51.663388,9.3726329
pincode,dGVzdF9jbGllbnQ=,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134,,Rondweg 2,,NL,Uden,51.67054841,5.602379851
uktest,dGVzdF9jbGllbnQ=,,Messeplatz  1,1020,AT,Wien,48.2160753,16.4100434,VIE,Vienna International Airport,,AT,Vienna,48.12223099,16.55750041
pincode,dGVzdF9jbGllbnQ=,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134,,Steenweg  1,5707 CD,NL,Helmond,51.4787011,5.650944
uktest,dGVzdF9jbGllbnQ=,,Steenweg  1,5707 CD,NL,Helmond,51.4787011,5.650944,EIN,Eindhoven Airport,5707 CD,NL,Eindhoven,51.4500016,5.383330134
pincode,dGVzdF9jbGllbnQ=,MEL,Melbourne Airport,,AU,Melbourne,-37.67332905,144.8433001,,7 Convention Centre Place    South Wharf  3006,,AU,Melbourne (vic),-37.82536564,144.9503019
